"Ctenophora"
"Adriatic Sea","25%"
"Aegean-Levantine Sea","31%"
"Arctic Ocean","100%"
"Azores","2%"
"Baltic Sea","12%"
"Barents Sea","18%"
"Bay of Biscay and the Iberian Coast","10%"
"Black Sea","15%"
"Celtic Seas","8%"
"Faroes","13%"
"Greater North Sea","5%"
"Greenland Sea","18%"
"Iceland Sea","14%"
"Ionian Sea and the Central Mediterranean Sea","36%"
"Norwegian Sea","15%"
"Oceanic Northeast Atlantic","6%"
"Western Mediterranean Sea","15%"
