"Ctenophora"
"Adriatic Sea","24%"
"Aegean-Levantine Sea","31%"
"Arctic Ocean","58%"
"Azores","9%"
"Baltic Sea","15%"
"Barents Sea","21%"
"Bay of Biscay and the Iberian Coast","9%"
"Black Sea","15%"
"Celtic Seas","2%"
"Faroes","10%"
"Greater North Sea","6%"
"Greenland Sea","21%"
"Iceland Sea","11%"
"Ionian Sea and the Central Mediterranean Sea","51%"
"Norwegian Sea","21%"
"Oceanic Northeast Atlantic","2%"
"Western Mediterranean Sea","20%"
