"Branchiopoda"
"Adriatic Sea","47%"
"Aegean-Levantine Sea","57%"
"Arctic Ocean","59%"
"Azores","34%"
"Baltic Sea","20%"
"Barents Sea","52%"
"Bay of Biscay and the Iberian Coast","17%"
"Black Sea","28%"
"Celtic Seas","6%"
"Faroes","12%"
"Greater North Sea","8%"
"Greenland Sea","30%"
"Iceland Sea","16%"
"Ionian Sea and the Central Mediterranean Sea","56%"
"Norwegian Sea","24%"
"Oceanic Northeast Atlantic","11%"
"Western Mediterranean Sea","23%"
