"Branchiopoda"
"Adriatic Sea","20%"
"Aegean-Levantine Sea","25%"
"Arctic Ocean","59%"
"Azores","3%"
"Baltic Sea","6%"
"Barents Sea","17%"
"Bay of Biscay and the Iberian Coast","9%"
"Black Sea","16%"
"Celtic Seas","5%"
"Faroes","12%"
"Greater North Sea","2%"
"Greenland Sea","17%"
"Iceland Sea","13%"
"Ionian Sea and the Central Mediterranean Sea","21%"
"Norwegian Sea","13%"
"Oceanic Northeast Atlantic","6%"
"Western Mediterranean Sea","14%"
