"Branchiopoda"
"Adriatic Sea","38%"
"Aegean-Levantine Sea","26%"
"Arctic Ocean","59%"
"Azores","10%"
"Baltic Sea","6%"
"Barents Sea","21%"
"Bay of Biscay and the Iberian Coast","7%"
"Black Sea","14%"
"Celtic Seas","1%"
"Faroes","6%"
"Greater North Sea","2%"
"Greenland Sea","23%"
"Iceland Sea","10%"
"Ionian Sea and the Central Mediterranean Sea","26%"
"Norwegian Sea","18%"
"Oceanic Northeast Atlantic","2%"
"Western Mediterranean Sea","15%"
