"Teleostei"
"Adriatic Sea","17%"
"Aegean-Levantine Sea","19%"
"Arctic Ocean","100%"
"Azores","19%"
"Baltic Sea","5%"
"Barents Sea","14%"
"Bay of Biscay and the Iberian Coast","10%"
"Black Sea","36%"
"Celtic Seas","3%"
"Faroes","9%"
"Greater North Sea","2%"
"Greenland Sea","32%"
"Iceland Sea","14%"
"Ionian Sea and the Central Mediterranean Sea","20%"
"Norwegian Sea","9%"
"Oceanic Northeast Atlantic","19%"
"Western Mediterranean Sea","15%"
