"Teleostei"
"Adriatic Sea","43%"
"Aegean-Levantine Sea","22%"
"Arctic Ocean","100%"
"Azores","15%"
"Baltic Sea","7%"
"Barents Sea","13%"
"Bay of Biscay and the Iberian Coast","9%"
"Black Sea","69%"
"Celtic Seas","3%"
"Faroes","12%"
"Greater North Sea","2%"
"Greenland Sea","27%"
"Iceland Sea","16%"
"Ionian Sea and the Central Mediterranean Sea","22%"
"Norwegian Sea","9%"
"Oceanic Northeast Atlantic","18%"
"Western Mediterranean Sea","15%"
