"Teleostei"
"Adriatic Sea","21%"
"Aegean-Levantine Sea","31%"
"Arctic Ocean","100%"
"Azores","26%"
"Baltic Sea","9%"
"Barents Sea","23%"
"Bay of Biscay and the Iberian Coast","14%"
"Black Sea","56%"
"Celtic Seas","6%"
"Faroes","32%"
"Greater North Sea","2%"
"Greenland Sea","38%"
"Iceland Sea","26%"
"Ionian Sea and the Central Mediterranean Sea","34%"
"Norwegian Sea","21%"
"Oceanic Northeast Atlantic","27%"
"Western Mediterranean Sea","22%"
