"Demospongiae"
"Adriatic Sea","47%"
"Aegean-Levantine Sea","57%"
"Arctic Ocean","75%"
"Azores","37%"
"Baltic Sea","22%"
"Barents Sea","56%"
"Bay of Biscay and the Iberian Coast","24%"
"Black Sea","52%"
"Celtic Seas","18%"
"Faroes","41%"
"Greater North Sea","18%"
"Greenland Sea","48%"
"Iceland Sea","42%"
"Ionian Sea and the Central Mediterranean Sea","55%"
"Norwegian Sea","45%"
"Oceanic Northeast Atlantic","32%"
"Western Mediterranean Sea","28%"
