"Demospongiae"
"Adriatic Sea","58%"
"Aegean-Levantine Sea","59%"
"Arctic Ocean","100%"
"Azores","53%"
"Baltic Sea","28%"
"Barents Sea","40%"
"Bay of Biscay and the Iberian Coast","54%"
"Black Sea","100%"
"Celtic Seas","23%"
"Faroes","32%"
"Greater North Sea","18%"
"Greenland Sea","59%"
"Iceland Sea","53%"
"Ionian Sea and the Central Mediterranean Sea","57%"
"Norwegian Sea","37%"
"Oceanic Northeast Atlantic","57%"
"Western Mediterranean Sea","55%"
