"Demospongiae"
"Adriatic Sea","18%"
"Aegean-Levantine Sea","26%"
"Arctic Ocean","80%"
"Azores","25%"
"Baltic Sea","7%"
"Barents Sea","29%"
"Bay of Biscay and the Iberian Coast","10%"
"Black Sea","23%"
"Celtic Seas","7%"
"Faroes","25%"
"Greater North Sea","3%"
"Greenland Sea","35%"
"Iceland Sea","21%"
"Ionian Sea and the Central Mediterranean Sea","25%"
"Norwegian Sea","30%"
"Oceanic Northeast Atlantic","21%"
"Western Mediterranean Sea","18%"
