"Demospongiae"
"Adriatic Sea","20%"
"Aegean-Levantine Sea","23%"
"Arctic Ocean","100%"
"Azores","15%"
"Baltic Sea","7%"
"Barents Sea","19%"
"Bay of Biscay and the Iberian Coast","13%"
"Black Sea","38%"
"Celtic Seas","7%"
"Faroes","26%"
"Greater North Sea","3%"
"Greenland Sea","50%"
"Iceland Sea","22%"
"Ionian Sea and the Central Mediterranean Sea","22%"
"Norwegian Sea","19%"
"Oceanic Northeast Atlantic","22%"
"Western Mediterranean Sea","15%"
