"Heterokontophyta"
"Adriatic Sea","100%"
"Aegean-Levantine Sea","100%"
"Arctic Ocean","70%"
"Azores","38%"
"Baltic Sea","34%"
"Barents Sea","57%"
"Bay of Biscay and the Iberian Coast","25%"
"Black Sea","22%"
"Celtic Seas","12%"
"Faroes","14%"
"Greater North Sea","13%"
"Greenland Sea","31%"
"Iceland Sea","18%"
"Ionian Sea and the Central Mediterranean Sea","39%"
"Norwegian Sea","25%"
"Oceanic Northeast Atlantic","14%"
"Western Mediterranean Sea","39%"
