"Heterokontophyta"
"Adriatic Sea","51%"
"Aegean-Levantine Sea","53%"
"Arctic Ocean","100%"
"Azores","18%"
"Baltic Sea","11%"
"Barents Sea","36%"
"Bay of Biscay and the Iberian Coast","10%"
"Black Sea","18%"
"Celtic Seas","4%"
"Faroes","9%"
"Greater North Sea","4%"
"Greenland Sea","26%"
"Iceland Sea","13%"
"Ionian Sea and the Central Mediterranean Sea","38%"
"Norwegian Sea","31%"
"Oceanic Northeast Atlantic","5%"
"Western Mediterranean Sea","25%"
